,material_id,space_group,K_VRH,kpoint_density,minimum Number,maximum Number,range Number,mean Number,avg_dev Number,mode Number,minimum MendeleevNumber,maximum MendeleevNumber,range MendeleevNumber,mean MendeleevNumber,avg_dev MendeleevNumber,mode MendeleevNumber,minimum AtomicWeight,maximum AtomicWeight,range AtomicWeight,mean AtomicWeight,avg_dev AtomicWeight,mode AtomicWeight,minimum MeltingT,maximum MeltingT,range MeltingT,mean MeltingT,avg_dev MeltingT,mode MeltingT,minimum Column,maximum Column,range Column,mean Column,avg_dev Column,mode Column,minimum Row,maximum Row,range Row,mean Row,avg_dev Row,mode Row,minimum CovalentRadius,maximum CovalentRadius,range CovalentRadius,mean CovalentRadius,avg_dev CovalentRadius,mode CovalentRadius,minimum Electronegativity,maximum Electronegativity,range Electronegativity,mean Electronegativity,avg_dev Electronegativity,mode Electronegativity,minimum NsValence,maximum NsValence,range NsValence,mean NsValence,avg_dev NsValence,mode NsValence,minimum NpValence,maximum NpValence,range NpValence,mean NpValence,avg_dev NpValence,mode NpValence,minimum NdValence,maximum NdValence,range NdValence,mean NdValence,avg_dev NdValence,mode NdValence,minimum NfValence,maximum NfValence,range NfValence,mean NfValence,avg_dev NfValence,mode NfValence,minimum NValence,maximum NValence,range NValence,mean NValence,avg_dev NValence,mode NValence,minimum NsUnfilled,maximum NsUnfilled,range NsUnfilled,mean NsUnfilled,avg_dev NsUnfilled,mode NsUnfilled,minimum NpUnfilled,maximum NpUnfilled,range NpUnfilled,mean NpUnfilled,avg_dev NpUnfilled,mode NpUnfilled,minimum NdUnfilled,maximum NdUnfilled,range NdUnfilled,mean NdUnfilled,avg_dev NdUnfilled,mode NdUnfilled,minimum NfUnfilled,maximum NfUnfilled,range NfUnfilled,mean NfUnfilled,avg_dev NfUnfilled,mode NfUnfilled,minimum NUnfilled,maximum NUnfilled,range NUnfilled,mean NUnfilled,avg_dev NUnfilled,mode NUnfilled,minimum GSvolume_pa,maximum GSvolume_pa,range GSvolume_pa,mean GSvolume_pa,avg_dev GSvolume_pa,mode GSvolume_pa,minimum GSbandgap,maximum GSbandgap,range GSbandgap,mean GSbandgap,avg_dev GSbandgap,mode GSbandgap,minimum GSmagmom,maximum GSmagmom,range GSmagmom,mean GSmagmom,avg_dev GSmagmom,mode GSmagmom,minimum SpaceGroupNumber,maximum SpaceGroupNumber,range SpaceGroupNumber,mean SpaceGroupNumber,avg_dev SpaceGroupNumber,mode SpaceGroupNumber,minimum oxidation state,maximum oxidation state,range oxidation state,std_dev oxidation state,density,vpa,packing fraction
684,mp-29661,11,181.0812658,7000,14,78,64,48.90909091,31.73553719,78,63,78,15,69.81818182,7.438016529,63,28.0855,195.084,166.9985,119.1755909,82.80917355,195.084,1687,2041.4,354.4,1880.309091,175.7355372,2041.4,10,14,4,11.81818182,1.983471074,10,3,6,3,4.636363636,1.487603306,6,111,136,25,124.6363636,12.39669421,136,1.9,2.28,0.38,2.107272727,0.188429752,2.28,1,2,1,1.454545455,0.495867769,1,0,2,2,0.909090909,0.991735537,0,0,9,9,4.909090909,4.462809917,9,0,14,14,7.636363636,6.94214876,14,4,24,20,14.90909091,9.917355372,24,0,1,1,0.545454545,0.495867769,1,0,4,4,1.818181818,1.983471074,0,0,1,1,0.545454545,0.495867769,1,0,0,0,0,0,0,2,4,2,2.909090909,0.991735537,2,15.02,20.44,5.42,17.48363636,2.687603306,15.02,0,0.773,0.773,0.351363636,0.383305785,0,0,0,0,0,0,0,225,227,2,225.9090909,0.991735537,225,-4,4,8,4.101649596,12.63840295,15.65828547,0.520853304
685,mp-2998,221,163.2112795,7000,8,56,48,20.4,14.88,8,9,87,78,62.6,29.28,87,15.9994,137.327,121.3276,46.63844,36.766848,15.9994,54.8,1941,1886.2,621.08,679.536,54.8,2,16,14,10.8,6.24,16,2,6,4,3.2,1.44,2,66,215,149,114.6,58.32,66,0.89,3.44,2.55,2.55,1.068,3.44,2,2,0,2,0,2,0,4,4,2.4,1.92,4,0,2,2,0.4,0.64,0,0,0,0,0,0,0,2,6,4,4.8,1.44,6,0,0,0,0,0,0,0,2,2,1.2,0.96,2,0,8,8,1.6,2.56,0,0,0,0,0,0,0,0,8,8,2.8,2.08,2,9.105,63.59,54.485,21.519,16.8284,9.105,0,0,0,0,0,0,0,2.25E-05,2.25E-05,4.51E-06,7.21E-06,0,12,229,217,91.8,95.76,12,-2,4,6,3.380617019,5.898802097,13.1289284,0.850612366
686,mp-30,225,136.2197719,45000,29,29,0,29,0,29,64,64,0,64,0,64,63.546,63.546,0,63.546,0,63.546,1357.77,1357.77,0,1357.77,0,1357.77,11,11,0,11,0,11,4,4,0,4,0,4,132,132,0,132,0,132,1.9,1.9,0,1.9,0,1.9,1,1,0,1,0,1,0,0,0,0,0,0,10,10,0,10,0,10,0,0,0,0,0,0,11,11,0,11,0,11,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11.07,11.07,0,11.07,0,11.07,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,0,0,0,0,8.799754858,11.99131289,0.859455074
687,mp-30028,191,174.0869451,7000,14,45,31,33.66666667,13.11111111,45,12,78,66,57.5,15.16666667,59,28.0855,102.9055,74.82,75.632225,31.69781667,102.9055,1687,2237,550,1980.666667,256.3333333,2237,3,14,11,9.666666667,2.888888889,9,3,5,2,4.333333333,0.888888889,5,111,190,79,139.6666667,19.11111111,142,1.22,2.28,1.06,1.976666667,0.303333333,2.28,1,2,1,1.5,0.5,1,0,2,2,0.666666667,0.888888889,0,0,8,8,4.166666667,3.833333333,8,0,0,0,0,0,0,3,9,6,6.333333333,2.666666667,9,0,1,1,0.5,0.5,1,0,4,4,1.333333333,1.777777778,0,0,9,9,2.5,2.166666667,2,0,0,0,0,0,0,3,9,6,4.333333333,1.555555556,3,13.64,32.365,18.725,19.0275,5.3875,13.64,0,0.773,0.773,0.257666667,0.343555556,0,0,0,0,0,0,0,194,227,33,220.5,8.833333333,225,0,0,0,0,7.715399519,16.27786895,0.680858658
688,mp-30066,148,139.6511157,7000,46,51,5,47.2962963,1.920438957,46,62,85,23,67.96296296,8.834019204,62,106.42,121.76,15.34,110.397037,5.891906722,106.42,903.78,1828.05,924.27,1588.424444,355.000823,1828.05,10,15,5,11.2962963,1.920438957,10,5,5,0,5,0,5,139,139,0,139,0,139,2.05,2.2,0.15,2.161111111,0.057613169,2.2,0,2,2,0.518518519,0.768175583,0,0,3,3,0.777777778,1.152263374,0,10,10,0,10,0,10,0,0,0,0,0,0,10,15,5,11.2962963,1.920438957,10,0,0,0,0,0,0,0,3,3,0.777777778,1.152263374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.777777778,1.152263374,0,14.41,31.56,17.15,18.8562963,6.587105624,14.41,0,0,0,0,0,0,0,0,0,0,0,0,166,225,59,209.7037037,22.6611797,225,0,0,0,0,10.74583456,17.05950234,0.693153736
689,mp-30175,139,61.38686137,7000,13,30,17,21.2,7.04,13,7,73,66,58.2,20.48,69,26.9815386,65.38,38.3984614,44.96021544,16.33582765,26.9815386,692.68,1115,422.32,873.46,144.624,692.68,2,13,11,10.4,3.36,12,3,4,1,3.6,0.48,3,121,176,55,132.4,17.44,121,1,1.65,0.65,1.504,0.2016,1.61,2,2,0,2,0,2,0,1,1,0.4,0.48,0,0,10,10,4,4.8,0,0,0,0,0,0,0,2,12,10,6.4,4.48,3,0,0,0,0,0,0,0,5,5,2,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2,2.4,0,13.96,37.77,23.81,19.73,7.216,13.96,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,212.6,14.88,194,0,0,0,0,3.827625854,19.51012405,0.629452437
690,mp-30177,139,119.5575746,7000,13,39,26,18.38461538,6.627218935,13,12,73,61,60.92307692,14.86390533,73,26.9815386,88.90585,61.9243114,39.44173529,15.3356267,26.9815386,933.47,2180,1246.53,1383.596923,554.0023669,933.47,3,13,10,10.07692308,3.597633136,13,3,5,2,3.461538462,0.568047337,3,121,190,69,131.8461538,13.34911243,121,1.22,1.66,0.44,1.595384615,0.057751479,1.61,1,2,1,1.692307692,0.426035503,2,0,1,1,0.615384615,0.473372781,1,0,5,5,1.615384615,2.082840237,0,0,0,0,0,0,0,3,6,3,3.923076923,1.278106509,3,0,1,1,0.307692308,0.426035503,0,0,5,5,3.076923077,2.366863905,5,0,9,9,2.230769231,2.74556213,0,0,0,0,0,0,0,5,9,4,5.615384615,0.75739645,5,11.19,32.365,21.175,16.07423077,3.005680473,16.48,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,223.8461538,4.591715976,225,0,0,0,0,4.233695317,15.46982869,0.675533475
691,mp-30180,8,111.2979924,7000,13,42,29,18.8,9.28,13,50,73,23,68.4,7.36,73,26.9815386,95.96,68.9784614,40.77723088,22.07310765,26.9815386,933.47,2896,1962.53,1325.976,628.0096,933.47,6,13,7,11.6,2.24,13,3,5,2,3.4,0.64,3,121,154,33,127.6,10.56,121,1.61,2.16,0.55,1.72,0.176,1.61,1,2,1,1.8,0.32,2,0,1,1,0.8,0.32,1,0,5,5,1,1.6,0,0,0,0,0,0,0,3,6,3,3.6,0.96,3,0,1,1,0.2,0.32,0,0,5,5,4,1.6,5,0,5,5,1,1.6,0,0,0,0,0,0,0,5,6,1,5.2,0.32,5,15.69,16.48,0.79,16.322,0.2528,16.48,0,0,0,0,0,0,0,0,0,0,0,0,225,229,4,225.8,1.28,225,0,0,0,0,4.184680994,16.17937945,0.562382187
692,mp-30312,15,97.14113099,7000,14,77,63,41.6,28.32,20,7,78,71,42.4,28.32,7,28.0855,192.217,164.1315,98.5351,74.94552,40.078,1115,2739,1624,1879,688,1115,2,14,12,7.2,4.16,2,3,6,3,4.6,1.12,4,111,176,65,149,21.6,141,1,2.2,1.2,1.66,0.528,1,2,2,0,2,0,2,0,2,2,0.4,0.64,0,0,7,7,2.8,3.36,0,0,14,14,5.6,6.72,0,2,23,21,10.8,9.76,2,0,0,0,0,0,0,0,4,4,0.8,1.28,0,0,3,3,1.2,1.44,0,0,0,0,0,0,0,0,4,4,2,1.6,0,14.21,37.77,23.56,24.88,10.312,14.21,0,0.773,0.773,0.1546,0.24736,0,0,0,0,0,0,0,225,227,2,225.4,0.64,225,0,0,0,0,7.927556257,20.63957354,0.72719834
693,mp-30338,221,49.33241556,7000,13,39,26,32.5,9.75,39,12,73,61,27.25,22.875,12,26.9815386,88.90585,61.9243114,73.42477215,23.22161677,88.90585,933.47,1799,865.53,1582.6175,324.57375,1799,3,13,10,5.5,3.75,3,3,5,2,4.5,0.75,5,121,190,69,172.75,25.875,190,1.22,1.61,0.39,1.3175,0.14625,1.22,2,2,0,2,0,2,0,1,1,0.25,0.375,0,0,1,1,0.75,0.375,1,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,0,0,0,5,5,1.25,1.875,0,0,9,9,6.75,3.375,9,0,0,0,0,0,0,5,9,4,8,1.5,9,16.48,32.365,15.885,28.39375,5.956875,32.365,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,201.75,11.625,194,0,0,0,0,4.451218436,27.39130924,0.743559787
694,mp-3034,63,77.94523552,7000,12,29,17,16.75,6.125,13,64,73,9,69.5,3.5,73,24.305,63.546,39.241,35.4535193,14.04624035,26.9815386,923,1357.77,434.77,1036.9275,160.42125,933.47,2,13,11,9.75,3.875,13,3,4,1,3.25,0.375,3,121,141,20,128.75,7.75,121,1.31,1.9,0.59,1.6075,0.14875,1.61,1,2,1,1.75,0.375,2,0,1,1,0.5,0.5,1,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,11,9,4.75,3.125,3,0,1,1,0.25,0.375,0,0,5,5,2.5,2.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,2.75,2.25,5,11.07,22.89,11.82,16.73,3.08,16.48,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,217.25,11.625,225,0,0,0,0,3.538469316,16.63768925,0.613150401
695,mp-30365,198,147.9291989,7000,4,79,75,41.5,37.5,4,66,67,1,66.5,0.5,66,9.012182,196.966569,187.954387,102.9893755,93.9771935,9.012182,1337.33,1560,222.67,1448.665,111.335,1337.33,2,11,9,6.5,4.5,2,2,6,4,4,2,2,96,136,40,116,20,96,1.57,2.54,0.97,2.055,0.485,1.57,1,2,1,1.5,0.5,1,0,0,0,0,0,0,0,10,10,5,5,0,0,14,14,7,7,0,2,25,23,13.5,11.5,2,0,1,1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.5,0.5,0,7.89,16.7,8.81,12.295,4.405,7.89,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,209.5,15.5,194,0,0,0,0,12.98921101,13.16614832,0.575530618
696,mp-30383,139,133.8507551,7000,72,79,7,74.33333333,3.111111111,72,45,66,21,52,9.333333333,45,178.49,196.966569,18.476569,184.6488563,8.211808444,178.49,1337.33,2506,1168.67,2116.443333,519.4088889,2506,4,11,7,6.333333333,3.111111111,4,6,6,0,6,0,6,136,175,39,162,17.33333333,175,1.3,2.54,1.24,1.713333333,0.551111111,1.3,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,2,10,8,4.666666667,3.555555556,2,14,14,0,14,0,14,18,25,7,20.33333333,3.111111111,18,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,0,8,8,5.333333333,3.555555556,8,0,0,0,0,0,0,1,8,7,5.666666667,3.111111111,8,16.7,22.2,5.5,20.36666667,2.444444444,22.2,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,204.3333333,13.77777778,194,0,0,0,0,14.84813976,20.65017164,0.669938854
697,mp-30404,216,53.49234464,20000,3,79,76,34,31,3,1,85,84,38.25,37.25,1,6.941,196.966569,190.025569,83.15214225,76.21114225,6.941,453.69,1337.33,883.64,787.1225,333.4325,453.69,1,15,14,7,6,1,2,6,4,3.75,1.75,2,128,139,11,132.75,4.75,128,0.98,2.54,1.56,1.6375,0.6575,0.98,1,2,1,1.25,0.375,1,0,3,3,0.75,1.125,0,0,10,10,5,5,0,0,14,14,3.5,5.25,0,1,25,24,10.5,9.5,1,0,1,1,0.75,0.375,1,0,3,3,0.75,1.125,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,1.5,0.75,1,16.59333333,31.56,14.96666667,20.36166667,5.599166667,16.59333333,0,0,0,0,0,0,0,0,0,0,0,0,166,229,63,212.25,23.125,229,-3,1,4,2.19089023,7.617305976,18.12679954,0.670500965
698,mp-30405,216,57.83048356,20000,3,79,76,33.75,30.75,3,1,80,79,37,36,1,6.941,196.966569,190.025569,82.38964225,75.44864225,6.941,453.69,1337.33,883.64,687.4475,324.94125,453.69,1,14,13,6.75,5.75,1,2,6,4,3.75,1.75,2,128,139,11,132.75,4.75,128,0.98,2.54,1.56,1.615,0.635,0.98,1,2,1,1.25,0.375,1,0,2,2,0.5,0.75,0,0,10,10,5,5,0,0,14,14,3.5,5.25,0,1,25,24,10.25,9.25,1,0,1,1,0.75,0.375,1,0,4,4,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.75,1.125,1,16.59333333,33.285,16.69166667,20.79291667,6.246041667,16.59333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,206,32.5,229,0,0,0,0,7.785035916,17.57361417,0.691607114
699,mp-30418,155,115.2422551,20000,50,79,29,74.16666667,8.055555556,79,66,80,14,68.33333333,3.888888889,66,118.71,196.966569,78.256569,183.9238075,21.73793583,196.966569,505.08,1337.33,832.25,1198.621667,231.1805556,1337.33,11,14,3,11.5,0.833333333,11,5,6,1,5.833333333,0.277777778,6,136,139,3,136.5,0.833333333,136,1.96,2.54,0.58,2.443333333,0.161111111,2.54,1,2,1,1.166666667,0.277777778,1,0,2,2,0.333333333,0.555555556,0,10,10,0,10,0,10,0,14,14,11.66666667,3.888888889,14,14,25,11,23.16666667,3.055555556,25,0,1,1,0.833333333,0.277777778,1,0,4,4,0.666666667,1.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1.5,0.833333333,1,16.7,33.285,16.585,19.46416667,4.606944444,16.7,0,0,0,0,0,0,0,0,0,0,0,0,141,225,84,211,23.33333333,225,-1,2,3,2,16.01643968,19.06869871,0.562003251
700,mp-30437,62,66.7847003,7000,20,50,30,38.66666667,12.44444444,20,7,80,73,49.66666667,28.44444444,7,40.078,118.71,78.632,88.40266667,32.21644444,40.078,505.08,1828.05,1322.97,1149.376667,452.4488889,505.08,2,14,12,8.666666667,4.444444444,2,4,5,1,4.666666667,0.444444444,4,139,176,37,151.3333333,16.44444444,139,1,2.2,1.2,1.72,0.48,1,0,2,2,1.333333333,0.888888889,0,0,2,2,0.666666667,0.888888889,0,0,10,10,6.666666667,4.444444444,0,0,0,0,0,0,0,2,14,12,8.666666667,4.444444444,2,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.333333333,1.777777778,0,14.41,37.77,23.36,28.48833333,9.385555556,14.41,0,0,0,0,0,0,0,0,0,0,0,0,141,225,84,197,37.33333333,141,0,0,0,0,6.326318299,23.20402994,0.699492221
701,mp-30438,194,182.7716665,7000,4,24,20,10.66666667,8.888888889,4,49,67,18,61,8,67,9.012182,51.9961,42.983918,23.34015467,19.10396356,9.012182,1560,2180,620,1766.666667,275.5555556,1560,2,6,4,3.333333333,1.777777778,2,2,4,2,2.666666667,0.888888889,2,96,139,43,110.3333333,19.11111111,96,1.57,1.66,0.09,1.6,0.04,1.57,1,2,1,1.666666667,0.444444444,2,0,0,0,0,0,0,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,2,6,4,3.333333333,1.777777778,2,0,1,1,0.333333333,0.444444444,0,0,0,0,0,0,0,0,5,5,1.666666667,2.222222222,0,0,0,0,0,0,0,0,6,6,2,2.666666667,0,7.89,11.19,3.3,8.99,1.466666667,7.89,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,205.6666667,15.55555556,194,0,0,0,0,4.39884128,8.810783467,0.801749997
702,mp-30441,166,139.9840899,7000,4,41,37,7.894736842,6.969529086,4,47,67,20,64.89473684,3.767313019,67,9.012182,92.90638,83.894198,17.84315021,15.80278522,9.012182,1560,2750,1190,1685.263158,224.1551247,1560,2,5,3,2.315789474,0.565096953,2,2,5,3,2.315789474,0.565096953,2,96,164,68,103.1578947,12.80886427,96,1.57,1.6,0.03,1.573157895,0.00565097,1.57,1,2,1,1.894736842,0.188365651,2,0,0,0,0,0,0,0,4,4,0.421052632,0.753462604,0,0,0,0,0,0,0,2,5,3,2.315789474,0.565096953,2,0,1,1,0.105263158,0.188365651,0,0,0,0,0,0,0,0,6,6,0.631578947,1.130193906,0,0,0,0,0,0,0,0,7,7,0.736842105,1.318559557,0,7.89,18.18,10.29,8.973157895,1.938282548,7.89,0,0,0,0,0,0,0,0,0,0,0,0,194,229,35,197.6842105,6.592797784,194,0,0,0,0,3.331926838,8.892526444,0.639057754
703,mp-30477,187,32.80820463,7000,3,50,47,24.33333333,17.11111111,3,1,80,79,29.33333333,33.77777778,1,6.941,118.71,111.769,55.243,42.31133333,6.941,453.69,1115,661.31,691.2566667,282.4955556,453.69,1,14,13,5.666666667,5.555555556,1,2,5,3,3.666666667,1.111111111,2,128,176,48,147.6666667,18.88888889,128,0.98,1.96,0.98,1.313333333,0.431111111,0.98,1,2,1,1.666666667,0.444444444,1,0,2,2,0.666666667,0.888888889,0,0,10,10,3.333333333,4.444444444,0,0,0,0,0,0,0,1,14,13,5.666666667,5.555555556,1,0,1,1,0.333333333,0.444444444,0,0,4,4,1.333333333,1.777777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1.666666667,1.555555556,0,16.59333333,37.77,21.17666667,29.21611111,8.415185185,16.59333333,0,0,0,0,0,0,0,0,0,0,0,0,141,229,88,198.3333333,38.22222222,141,0,0,0,0,3.629303257,25.2756939,0.65898785
704,mp-30481,191,166.4023743,7000,20,78,58,68.33333333,16.11111111,78,7,63,56,53.66666667,15.55555556,63,40.078,195.084,155.006,169.2496667,43.05722222,195.084,1115,2041.4,926.4,1887,257.3333333,2041.4,2,10,8,8.666666667,2.222222222,10,4,6,2,5.666666667,0.555555556,6,136,176,40,142.6666667,11.11111111,136,1,2.28,1.28,2.066666667,0.355555556,2.28,1,2,1,1.166666667,0.277777778,1,0,0,0,0,0,0,0,9,9,7.5,2.5,9,0,14,14,11.66666667,3.888888889,14,2,24,22,20.33333333,6.111111111,24,0,1,1,0.833333333,0.277777778,1,0,0,0,0,0,0,0,1,1,0.833333333,0.277777778,1,0,0,0,0,0,0,0,2,2,1.666666667,0.555555556,2,15.02,37.77,22.75,18.81166667,6.319444444,15.02,0,0,0,0,0,0,0,0,0,0,0,0,225,225,0,225,0,225,-2,6,8,4.320493799,15.05593404,18.6667714,0.678201534
705,mp-30483,63,32.26012916,7000,20,30,10,25,5,20,7,69,62,38,31,7,40.078,65.38,25.302,52.729,12.651,40.078,692.68,1115,422.32,903.84,211.16,692.68,2,12,10,7,5,2,4,4,0,4,0,4,122,176,54,149,27,122,1,1.65,0.65,1.325,0.325,1,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,5,5,0,0,0,0,0,0,0,2,12,10,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,37.77,23.81,25.865,11.905,13.96,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,209.5,15.5,194,0,0,0,0,3.283680659,26.6720945,0.651149072
706,mp-30485,63,22.13118527,7000,20,30,10,22.5,3.75,20,7,69,62,22.5,23.25,7,40.078,65.38,25.302,46.4035,9.48825,40.078,692.68,1115,422.32,1009.42,158.37,1115,2,12,10,4.5,3.75,2,4,4,0,4,0,4,122,176,54,162.5,20.25,176,1,1.65,0.65,1.1625,0.24375,1,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,12,10,4.5,3.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.96,37.77,23.81,31.8175,8.92875,37.77,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,217.25,11.625,225,0,0,0,0,2.244185973,34.34067549,0.60855725
707,mp-30488,139,28.2120871,20000,48,80,32,69.33333333,14.22222222,80,70,71,1,70.66666667,0.444444444,71,112.411,200.59,88.179,171.197,39.19066667,200.59,234.32,594.22,359.9,354.2866667,159.9555556,234.32,12,12,0,12,0,12,5,6,1,5.666666667,0.444444444,6,132,144,12,136,5.333333333,132,1.69,2,0.31,1.896666667,0.137777778,2,2,2,0,2,0,2,0,0,0,0,0,0,10,10,0,10,0,10,0,14,14,9.333333333,6.222222222,14,12,26,14,21.33333333,6.222222222,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.495,25.23758621,5.742586207,23.3233908,2.552260536,25.23758621,0,0,0,0,0,0,0,0,0,0,0,0,166,194,28,175.3333333,12.44444444,166,0,0,0,0,11.23728262,25.29786885,0.578083807
708,mp-30490,194,39.88423942,7000,12,48,36,21,13.5,12,68,70,2,68.5,0.75,68,24.305,112.411,88.106,46.3315,33.03975,24.305,594.22,923,328.78,840.805,123.2925,923,2,12,10,4.5,3.75,2,3,5,2,3.5,0.75,3,141,144,3,141.75,1.125,141,1.31,1.69,0.38,1.405,0.1425,1.31,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,2.5,3.75,0,0,0,0,0,0,0,2,12,10,4.5,3.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.495,22.89,3.395,22.04125,1.273125,22.89,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,194,0,194,0,0,0,0,3.502451038,21.96612135,0.660221609
709,mp-30491,194,44.77126977,7000,12,48,36,39,13.5,48,68,70,2,69.5,0.75,70,24.305,112.411,88.106,90.3845,33.03975,112.411,594.22,923,328.78,676.415,123.2925,594.22,2,12,10,9.5,3.75,12,3,5,2,4.5,0.75,5,141,144,3,143.25,1.125,144,1.31,1.69,0.38,1.595,0.1425,1.69,2,2,0,2,0,2,0,0,0,0,0,0,0,10,10,7.5,3.75,10,0,0,0,0,0,0,2,12,10,9.5,3.75,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.495,22.89,3.395,20.34375,1.273125,19.495,0,0,0,0,0,0,0,0,0,0,0,0,194,194,0,194,0,194,0,0,0,0,6.822312206,21.99943162,0.69243562
710,mp-30493,123,154.7992837,7000,30,78,48,58.5,19.5,78,63,70,7,66.25,3.25,63,65.38,195.084,129.704,141.98975,53.09425,195.084,594.22,2041.4,1447.18,1342.425,698.975,2041.4,10,12,2,11,1,10,4,6,2,5.25,0.75,6,122,144,22,134.5,6.25,136,1.65,2.28,0.63,1.975,0.305,2.28,1,2,1,1.5,0.5,1,0,0,0,0,0,0,9,10,1,9.5,0.5,9,0,14,14,7,7,14,12,24,12,18,6,24,0,1,1,0.5,0.5,1,0,0,0,0,0,0,0,1,1,0.5,0.5,1,0,0,0,0,0,0,0,2,2,1,1,2,13.96,19.495,5.535,15.87375,1.810625,15.02,0,0,0,0,0,0,0,0,0,0,0,0,194,225,31,209.5,15.5,225,-2,2,4,2.529822128,14.62692441,16.1203788,0.721393024
711,mp-30494,194,61.01966149,7000,21,48,27,41.25,10.125,48,11,70,59,55.25,22.125,70,44.955912,112.411,67.455088,95.547228,25.295658,112.411,594.22,1814,1219.78,899.165,457.4175,594.22,3,12,9,9.75,3.375,12,4,5,1,4.75,0.375,5,144,170,26,150.5,9.75,144,1.36,1.69,0.33,1.6075,0.12375,1.69,2,2,0,2,0,2,0,0,0,0,0,0,1,10,9,7.75,3.375,10,0,0,0,0,0,0,3,12,9,9.75,3.375,12,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2.25,3.375,0,0,0,0,0,0,0,0,9,9,2.25,3.375,0,19.495,22.235,2.74,20.18,1.0275,19.495,0,0,0,0,0,0,0,6.35E-06,6.35E-06,1.59E-06,2.38E-06,0,194,194,0,194,0,194,0,0,0,0,7.262621821,21.84609169,0.731857201
712,mp-305,221,193.9429073,7000,22,26,4,24,2,22,43,55,12,49,6,43,47.867,55.845,7.978,51.856,3.989,47.867,1811,1941,130,1876,65,1811,4,8,4,6,2,4,4,4,0,4,0,4,132,160,28,146,14,132,1.54,1.83,0.29,1.685,0.145,1.54,2,2,0,2,0,2,0,0,0,0,0,0,2,6,4,4,2,2,0,0,0,0,0,0,4,8,4,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,6,2,4,0,0,0,0,0,0,4,8,4,6,2,4,10.73,16.69,5.96,13.71,2.98,10.73,0,0,0,0,0,0,2.25E-05,2.1106628,2.110640267,1.055342667,1.055320133,2.25E-05,194,229,35,211.5,17.5,194,0,0,0,0,6.667919913,12.91390922,0.890051194
